sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,sshs,occurtime
1963153N26282,NA,NH,1963,1963,6,3,6,34.4,-75.6,50,0,153.25
1963157N20088,NI,NH,,,,,,,,,,
1963158N20116,WP,NH,1963,1963,6,10,0,20.9,122.6,50,0,160.0
1963163N13135,WP,NH,1963,1963,6,16,0,17.6,129.9,140,5,166.0
1963167N09156,WP,NH,1963,1963,6,29,12,19.6,117.7,70,1,179.5
1963173S15154,SP,SH,1964,1963,7,3,18,-36.1,168.8,50,0,2.75
1963174N14096,NI,NH,,,,,,,,,,
1963175S21162,SP,SH,1963,1963,6,23,12,-20.6,162.0,20,-1,357.5
1963180N15260,EP,NH,1963,1963,6,29,0,15.3,-100.2,75,1,179.0
1963182N11144,WP,NH,1963,1963,7,8,6,27.7,133.7,50,0,188.25
1963185N22089,NI,NH,,,,,,,,,,
1963190N15149,WP,NH,1963,1963,7,12,18,16.6,138.6,135,4,192.75
1963196N10146,WP,NH,1963,1963,7,19,18,17.7,124.4,85,2,199.75
1963196N18250,EP,NH,1963,1963,7,14,12,18.4,-109.7,75,1,194.5
1963201N14244,EP,NH,1963,1963,7,19,12,14.3,-116.0,75,1,199.5
1963207N13151,WP,NH,1963,1963,8,4,12,20.7,136.8,130,4,215.5
1963208N11118,WP,NH,,,,,,,,,,
1963213N11321,NA,NH,1963,1963,8,9,18,32.8,-64.0,100,3,220.75
1963214N13213,EP,NH,1963,1963,8,6,0,15.1,-168.8,45,0,217.0
1963219N09146,WP,NH,1963,1963,8,12,18,13.1,125.0,125,4,223.75
1963221N20089,NI,NH,,,,,,,,,,
1963232N11313,NA,NH,1963,1963,8,24,6,23.1,-59.6,105,3,235.25
1963235N17164,WP,NH,1963,1963,8,27,6,32.7,155.9,100,3,238.25
1963236N22137,WP,NH,1963,1963,8,26,18,29.9,131.9,100,3,237.75
1963238N12148,WP,NH,,,,,,,,,,
1963240N09157,WP,NH,1963,1963,9,6,0,20.1,116.3,110,3,248.0
1963247N18145,WP,NH,1963,1963,9,9,0,21.5,128.2,135,4,251.0
1963251N13151,WP,NH,1963,1963,9,11,12,16.3,136.7,45,0,253.5
1963251N16097,NI,NH,,,,,,,,,,
1963252N13264,EP,NH,1963,1963,9,9,0,12.5,-96.5,45,0,251.0
1963253N26293,NA,NH,1963,1963,9,12,6,37.7,-52.9,70,1,254.25
1963255N19235,EP,NH,1963,1963,9,12,0,18.6,-124.8,45,0,254.0
1963260N10153,WP,NH,1963,1963,9,17,12,13.2,149.5,40,0,259.5
1963260N27266,NA,NH,1963,1963,9,17,0,28.0,-93.9,55,0,259.0
1963262N14322,NA,NH,1963,1963,9,21,18,23.1,-48.9,65,1,263.75
1963264N17120,NI,NH,,,,,,,,,,
1963267N11309,NA,NH,1963,1963,9,25,0,13.6,-59.5,85,2,267.0
1963268N17257,EP,NH,1963,1963,9,24,12,16.9,-102.7,45,0,266.5
1963270N08154,WP,NH,1963,1963,10,2,6,23.5,142.7,150,5,274.25
1963272N09314,NA,NH,1963,1963,10,3,18,17.2,-72.5,130,4,275.75
1963276N10140,WP,NH,1963,1963,10,9,6,21.2,131.5,135,4,281.25
1963277N15096,NI,NH,,,,,,,,,,
1963279N07165,WP,NH,1963,1963,10,17,12,21.1,135.8,130,4,289.5
1963286N16071,NI,NH,,,,,,,,,,
1963287N19164,WP,NH,1963,1963,10,17,6,25.9,150.6,100,3,289.25
1963291N09092,NI,NH,,,,,,,,,,
1963291N12156,WP,NH,1963,1963,10,18,12,11.6,153.5,40,0,290.5
1963291N15249,EP,NH,1963,1963,10,17,12,15.2,-110.6,75,1,289.5
1963291N26288,NA,NH,1963,1963,10,28,18,35.1,-71.5,95,2,300.75
1963296N15164,WP,NH,1963,1963,10,27,12,23.9,150.8,80,1,299.5
1963297N10092,NI,NH,,,,,,,,,,
1963298N15302,NA,NH,1963,1963,10,27,18,16.5,-62.2,45,0,299.75
1963318S10170,SP,SH,,,,,,,,,,
1963329N19065,NI,NH,,,,,,,,,,
1963334N05090,NI,NH,,,,,,,,,,
1963334N09073,NI,NH,,,,,,,,,,
1963340S05073,SI,SH,,,,,,,,,,
1963343N10130,WP,NH,1963,1963,12,13,0,17.0,118.8,75,1,346.0
1963349N12131,WP,NH,1963,1963,12,17,12,17.5,124.2,40,0,350.5
1963351S11172,SP,SH,,,,,,,,,,
1963352N02174,WP,NH,1963,1963,12,26,0,16.2,140.1,135,4,359.0
1963357S08057,SI,SH,,,,,,,,,,
1964004S14125,SI,SH,,,,,,,,,,
1964004S15203,SP,SH,,,,,,,,,,
1964006S13137,SP,SH,,,,,,,,,,
1964009S18035,SI,SH,,,,,,,,,,
1964015S13064,SI,SH,,,,,,,,,,
1964020S13192,SP,SH,,,,,,,,,,
1964024S16189,SP,SH,,,,,,,,,,
1964027S14151,SP,SH,,,,,,,,,,
1964028S09131,SI,SH,1964,1964,1,28,12,-9.5,132.4,25,-1,211.5
1964029S13066,SI,SH,,,,,,,,,,
1964044S13172,SP,SH,,,,,,,,,,
1964049S12174,SP,SH,,,,,,,,,,
1964051S11057,SI,SH,,,,,,,,,,
1964054S09073,SI,SH,,,,,,,,,,
1964056S05100,SI,SH,1964,1964,2,27,0,-12.7,88.4,40,0,241.0
1964058S13152,SP,SH,,,,,,,,,,
1964064S13064,SI,SH,,,,,,,,,,
1964067S10137,SP,SH,,,,,,,,,,
1964067S14106,SI,SH,1964,1964,3,11,0,-14.9,94.0,65,1,254.0
1964073S17154,SP,SH,,,,,,,,,,
1964074S15149,SP,SH,,,,,,,,,,
1964084S13129,SI,SH,,,,,,,,,,
1964089S12178,SP,SH,,,,,,,,,,
1964090S14072,SI,SH,,,,,,,,,,
1964093S13082,SI,SH,1964,1964,4,3,12,-10.7,79.5,15,-1,277.5
1964109S20161,SP,SH,,,,,,,,,,
1964112S22183,SP,SH,,,,,,,,,,
1964120S13061,SI,SH,,,,,,,,,,
1964124S11089,SI,SH,,,,,,,,,,
1964127N12086,NI,NH,,,,,,,,,,
1964133N10134,WP,NH,1964,1964,5,21,6,22.3,150.3,85,2,141.25
1964138N13144,WP,NH,,,,,,,,,,
1964143N13112,WP,NH,1964,1964,5,27,6,19.5,114.0,70,1,147.25
1964156N19274,NA,NH,1964,1964,6,9,18,36.4,-61.8,60,0,160.75
1964161N17071,NI,NH,,,,,,,,,,
1964177N09142,WP,NH,1964,1964,7,1,0,16.9,115.3,100,3,182.0
1964178N12149,WP,NH,1964,1964,6,27,12,13.4,142.4,65,1,178.5
1964184N22133,WP,NH,1964,1964,7,5,6,27.0,123.4,110,3,186.25
1964185N21090,NI,NH,,,,,,,,,,
1964187N07150,WP,NH,1964,1964,7,8,6,12.4,131.5,140,5,189.25
1964188N17255,EP,NH,1964,1964,7,6,0,16.8,-104.9,45,0,187.0
1964193N10145,WP,NH,1964,1964,7,14,0,20.0,127.6,80,1,195.0
1964196N17144,WP,NH,1964,1964,7,17,6,14.8,124.3,100,3,198.25
1964197N15248,EP,NH,1964,1964,7,15,0,15.1,-112.0,75,1,196.0
1964202N12248,EP,NH,1964,1964,7,20,0,12.3,-112.1,45,0,201.0
1964204N14137,WP,NH,,,,,,,,,,
1964205N34279,NA,NH,1964,1964,7,26,6,38.5,-67.6,50,0,207.25
1964206N18128,WP,NH,1964,1964,7,27,18,29.5,122.9,80,1,208.75
1964208N17142,WP,NH,1964,1964,7,28,0,21.6,132.3,50,0,209.0
1964209N17150,WP,NH,1964,1964,7,30,0,23.3,142.6,130,4,211.0
1964210N19314,NA,NH,1964,1964,8,1,18,39.0,-51.8,75,1,213.75
1964215N07150,WP,NH,1964,1964,8,6,6,16.6,125.1,135,4,218.25
1964218N19088,NI,NH,,,,,,,,,,
1964219N27272,NA,NH,1964,1964,8,7,18,28.6,-95.2,55,0,219.75
1964220N19071,NI,NH,,,,,,,,,,
1964221N33293,NA,NH,1964,1964,8,8,12,32.4,-65.2,45,0,220.5
1964222N10144,WP,NH,1964,1964,8,10,12,13.8,131.6,40,0,222.5
1964222N20090,NI,NH,,,,,,,,,,
1964224N25161,WP,NH,1964,1964,8,18,12,23.9,128.2,115,4,230.5
1964225N16139,WP,NH,1964,1964,8,12,6,17.8,142.4,35,0,224.25
1964225N18128,WP,NH,1964,1964,8,17,12,25.0,134.2,70,1,229.5
1964228N21088,NI,NH,,,,,,,,,,
1964230N25156,WP,NH,1964,1964,8,18,6,26.5,152.8,35,0,230.25
1964234N13316,NA,NH,1964,1964,8,23,12,16.5,-66.6,130,4,235.5
1964234N20107,WP,NH,1964,1964,8,24,6,18.9,107.8,45,0,236.25
1964234N20244,EP,NH,1964,1964,8,21,0,19.7,-115.9,45,0,233.0
1964236N22088,NI,NH,,,,,,,,,,
1964237N22253,EP,NH,1964,1964,8,24,0,21.7,-107.1,26,-1,236.0
1964238N16172,WP,NH,1964,1964,8,25,12,16.4,170.3,50,0,237.5
1964242N14343,NA,NH,1964,1964,9,6,6,26.1,-64.4,115,4,249.25
1964245N20132,WP,NH,1964,1964,9,5,6,22.3,113.7,120,4,248.25
1964246N16144,WP,NH,,,,,,,,,,
1964247N09159,WP,NH,1964,1964,9,7,6,16.8,131.3,170,5,250.25
1964248N18324,NA,NH,1964,1964,9,13,12,35.5,-63.2,90,2,256.5
1964249N15342,NA,NH,1964,1964,9,8,0,21.4,-29.4,40,0,251.0
1964251N20251,EP,NH,1964,1964,9,7,0,20.3,-109.4,45,0,250.0
1964256N17141,WP,NH,1964,1964,9,20,12,18.4,112.4,110,3,263.5
1964257N13118,WP,NH,1964,1964,9,15,0,15.7,108.3,75,1,258.0
1964257N15316,NA,NH,1964,1964,9,17,18,25.0,-65.1,115,4,260.75
1964261N12149,WP,NH,1964,1964,9,21,6,21.3,137.7,150,5,264.25
1964267N17120,WP,NH,1964,1964,9,26,12,15.2,110.5,50,0,269.5
1964267N21089,NI,NH,,,,,,,,,,
1964269N12142,WP,NH,1964,1964,9,30,6,17.2,113.6,60,0,273.25
1964271N17086,NI,NH,,,,,,,,,,
1964273N21280,NA,NH,1964,1964,10,1,18,24.8,-91.1,120,4,274.75
1964276N07142,WP,NH,1964,1964,10,5,0,16.3,122.2,80,1,278.0
1964278N07156,WP,NH,1964,1964,10,11,12,19.0,115.8,90,2,284.5
1964278N21091,NI,NH,,,,,,,,,,
1964282N09168,WP,NH,1964,1964,10,8,12,8.6,166.2,45,0,281.5
1964283N15277,NA,NH,1964,1964,10,14,12,24.0,-82.9,100,3,287.5
1964287N13165,WP,NH,1964,1964,10,17,0,19.8,159.3,50,0,290.0
1964291N11143,WP,NH,1964,1964,10,22,0,17.3,115.8,45,0,295.0
1964291N16091,NI,NH,,,,,,,,,,
1964295N07158,WP,NH,1964,1964,10,28,6,26.5,139.8,75,1,301.25
1964295N08148,WP,NH,,,,,,,,,,
1964305N12128,WP,NH,1964,1964,11,4,0,13.7,109.8,65,1,308.0
1964307N09072,NI,NH,,,,,,,,,,
1964307S09105,SI,SH,1965,1964,11,2,18,-9.4,105.7,35,0,124.75
1964308N08096,NI,NH,,,,,,,,,,
1964309N11132,WP,NH,1964,1964,11,8,12,12.7,109.8,70,1,312.5
1964310N12280,NA,NH,1964,1964,11,7,6,14.4,-82.9,60,0,311.25
1964316N13117,WP,NH,1964,1964,11,15,12,10.5,112.3,80,1,319.5
1964319N08141,WP,NH,1964,1964,11,18,6,8.6,129.2,165,5,322.25
1964321N14086,NI,NH,,,,,,,,,,
1964323S19164,SP,SH,,,,,,,,,,
1964325S13176,SP,SH,,,,,,,,,,
1964332N12120,WP,NH,1964,1964,11,27,12,12.6,120.1,55,0,331.5
1964336S10135,SP,SH,1965,1964,12,5,12,-16.7,141.3,65,1,157.5
1964339S12059,SI,SH,,,,,,,,,,
1964340S12177,SP,SH,,,,,,,,,,
1964342S13068,SI,SH,,,,,,,,,,
1964344N06153,WP,NH,1964,1964,12,12,18,11.8,129.9,170,5,346.75
1964346N04176,WP,NH,,,,,,,,,,
1964353S23035,SI,SH,,,,,,,,,,
1964355S13176,SP,SH,,,,,,,,,,
1964357S09092,SI,SH,,,,,,,,,,
1964359S23040,SI,SH,,,,,,,,,,
1965004S13110,SI,SH,,,,,,,,,,
1965005S11069,SI,SH,,,,,,,,,,
1965006S18041,SI,SH,,,,,,,,,,
1965012S11138,SP,SH,,,,,,,,,,
1965014S15169,SP,SH,,,,,,,,,,
1965015S17043,SI,SH,,,,,,,,,,
1965017N12126,WP,NH,1965,1965,1,20,12,15.9,129.4,65,1,19.5
1965018S17054,SI,SH,,,,,,,,,,
1965021N07151,WP,NH,1965,1965,1,24,0,17.8,140.8,60,0,23.0
1965024S14200,SP,SH,,,,,,,,,,
1965026S12133,SI,SH,,,,,,,,,,
1965037S14060,SI,SH,,,,,,,,,,
1965041S10076,SI,SH,,,,,,,,,,
1965046N07114,WP,NH,1965,1965,2,15,12,6.8,107.5,45,0,45.5
1965046N09140,WP,NH,1965,1965,2,18,12,6.9,131.9,40,0,48.5
1965046S07091,SI,SH,1965,1965,2,21,0,-18.6,81.1,40,0,235.0
1965049S13086,SI,SH,,,,,,,,,,
1965049S14159,SP,SH,,,,,,,,,,
1965051S19041,SI,SH,,,,,,,,,,
1965053S12137,SP,SH,,,,,,,,,,
1965054S04051,SI,SH,,,,,,,,,,
1965055S13085,SI,SH,,,,,,,,,,
1965055S19161,SP,SH,,,,,,,,,,
1965056S15110,SI,SH,,,,,,,,,,
1965057S19166,SP,SH,,,,,,,,,,
1965063S18126,SI,SH,,,,,,,,,,
1965065N10128,WP,NH,1965,1965,3,6,18,10.8,126.7,40,0,64.75
1965079S11119,SI,SH,,,,,,,,,,
1965083S09130,SI,SH,,,,,,,,,,
1965088S14166,SP,SH,,,,,,,,,,
1965091S22174,SP,SH,,,,,,,,,,
1965101N06158,WP,NH,1965,1965,4,14,0,8.6,141.3,65,1,103.0
1965117S08062,SI,SH,,,,,,,,,,
1965129N14085,NI,NH,,,,,,,,,,
1965140N09134,WP,NH,1965,1965,5,26,6,24.8,131.3,100,3,145.25
1965146N15089,NI,NH,,,,,,,,,,
1965149N18113,WP,NH,1965,1965,6,2,0,23.5,125.1,120,4,152.0
1965150N18109,WP,NH,1965,1965,5,31,12,16.2,111.3,80,1,150.5
1965155N12253,EP,NH,1965,1965,6,5,0,14.7,-112.4,45,0,155.0
1965161N09151,WP,NH,1965,1965,6,17,6,17.8,123.5,160,5,167.25
1965165N23269,NA,NH,1965,1965,6,15,6,29.3,-88.2,50,0,165.25
1965168N15262,EP,NH,1965,1965,6,17,6,15.6,-98.6,45,0,167.25
1965169N08142,WP,NH,1965,1965,6,24,12,20.2,124.4,50,0,174.5
1965180N15250,EP,NH,1965,1965,6,29,0,15.1,-109.7,45,0,179.0
1965182N12264,EP,NH,1965,1965,6,30,12,11.7,-96.3,45,0,180.5
1965187N08144,WP,NH,1965,1965,7,11,18,13.6,129.2,140,5,191.75
1965187N14130,WP,NH,,,,,,,,,,
1965194N06156,WP,NH,1965,1965,7,21,12,18.2,112.8,60,0,201.5
1965194N19087,NI,NH,,,,,,,,,,
1965200N10152,WP,NH,1965,1965,7,25,12,21.8,124.3,100,3,205.5
1965205N07163,WP,NH,1965,1965,8,4,6,26.1,126.8,140,5,215.25
1965207N21090,NI,NH,,,,,,,,,,
1965208N14133,WP,NH,1965,1965,7,30,6,13.9,126.8,80,1,210.25
1965212N26077,NI,NH,,,,,,,,,,
1965214N24139,WP,NH,1965,1965,8,6,0,32.3,144.8,60,0,217.0
1965220N22248,EP,NH,1965,1965,8,8,12,23.4,-116.3,45,0,219.5
1965222S08092,SI,SH,,,,,,,,,,
1965226N17116,WP,NH,1965,1965,8,17,6,18.6,112.1,60,0,228.25
1965226N20139,WP,NH,1965,1965,8,17,6,21.4,128.6,150,5,228.25
1965227N12173,WP,NH,1965,1965,8,18,0,25.2,151.3,150,5,229.0
1965229S08062,SI,SH,,,,,,,,,,
1965233N14248,EP,NH,1965,1965,8,21,0,13.7,-111.7,45,0,232.0
1965233N32308,NA,NH,1965,1965,8,24,6,39.0,-51.3,90,2,235.25
1965235N20087,NI,NH,,,,,,,,,,
1965238N14114,WP,NH,,,,,,,,,,
1965238N14144,WP,NH,1965,1965,8,29,0,22.2,147.9,150,5,240.0
1965238N20159,WP,NH,,,,,,,,,,
1965239N11310,NA,NH,1965,1965,9,2,12,22.8,-70.2,120,4,244.5
1965241N19118,WP,NH,1965,1965,9,1,12,16.6,111.7,45,0,243.5
1965242N15139,WP,NH,1965,1965,9,2,12,18.1,122.6,100,3,244.5
1965242N17252,EP,NH,1965,1965,8,31,12,22.0,-110.0,80,1,242.5
1965243N19091,NI,NH,,,,,,,,,,
1965244N09145,WP,NH,1965,1965,9,9,18,31.3,132.9,130,4,251.75
1965247N36306,NA,NH,1965,1965,9,7,18,37.5,-60.7,50,0,249.75
1965251N11143,WP,NH,1965,1965,9,14,0,22.2,131.0,130,4,256.0
1965251N16248,EP,NH,1965,1965,9,9,0,16.9,-114.1,45,0,251.0
1965256N13149,WP,NH,1965,1965,9,14,6,19.2,144.1,65,1,256.25
1965256N14119,WP,NH,,,,,,,,,,
1965257N12248,EP,NH,1965,1965,9,13,12,12.0,-111.9,45,0,255.5
1965259N08153,WP,NH,1965,1965,9,22,18,23.7,132.5,50,0,264.75
1965259N13340,NA,NH,1965,1965,9,21,12,22.9,-41.0,80,1,263.5
1965262N15084,NI,NH,,,,,,,,,,
1965266N12112,WP,NH,1965,1965,9,26,12,18.7,112.3,60,0,268.5
1965267N19250,EP,NH,1965,1965,9,24,18,20.1,-110.1,45,0,266.75
1965268N17275,NA,NH,1965,1965,9,28,6,25.5,-89.8,50,0,270.25
1965269N08156,WP,NH,1965,1965,9,30,0,20.3,143.4,150,5,272.0
1965272N32285,NA,NH,1965,1965,9,29,18,32.9,-67.0,60,-4,271.75
1965274N09162,WP,NH,1965,1965,10,7,0,19.5,145.7,150,5,279.0
1965280N18091,NI,NH,,,,,,,,,,
1965281N06165,WP,NH,,,,,,,,,,
1965283N08168,WP,NH,1965,1965,10,16,6,23.0,152.3,85,2,288.25
1965286N17313,NA,NH,1965,1965,10,18,12,39.0,-42.8,95,2,290.5
1965289N28282,NA,NH,1965,1965,10,18,6,30.0,-78.0,55,0,290.25
1965294N13083,NI,NH,,,,,,,,,,
1965309N08112,WP,NH,1965,1965,11,11,12,18.8,112.5,50,0,314.5
1965310N12086,NI,NH,,,,,,,,,,
1965317N09169,WP,NH,1965,1965,11,24,0,18.3,127.0,135,4,327.0
1965331N26302,NA,NH,1965,1965,11,27,18,31.0,-54.0,45,-4,330.75
1965335S05087,SI,SH,,,,,,,,,,
1965339N06071,NI,NH,,,,,,,,,,
1965340N05092,NI,NH,,,,,,,,,,
1965352N09111,WP,NH,1965,1965,12,19,6,8.4,106.3,40,0,352.25
1965355S09134,SI,SH,,,,,,,,,,
1965358S11061,SI,SH,,,,,,,,,,
1965359S09101,SI,SH,1966,1965,12,26,18,-10.7,96.5,25,-1,178.75
1965364N08088,NI,NH,,,,,,,,,,
1965364S11094,SI,SH,1966,1965,12,30,6,-11.1,93.3,30,-1,182.25
1966001S17123,SI,SH,,,,,,,,,,
1966003S10075,SI,SH,,,,,,,,,,
1966012S10093,SI,SH,,,,,,,,,,
1966016S14130,SI,SH,,,,,,,,,,
1966017S17077,SI,SH,,,,,,,,,,
1966024S15190,SP,SH,,,,,,,,,,
1966030S18201,SP,SH,,,,,,,,,,
1966031S10052,SI,SH,,,,,,,,,,
1966036S15113,SI,SH,,,,,,,,,,
1966040S11135,SP,SH,,,,,,,,,,
1966045S15042,SI,SH,,,,,,,,,,
1966052S19041,SI,SH,,,,,,,,,,
1966055S11099,SI,SH,1966,1966,3,1,18,-18.5,92.3,40,0,243.75
1966055S14149,SP,SH,,,,,,,,,,
1966061S21090,SI,SH,,,,,,,,,,
1966062S13067,SI,SH,,,,,,,,,,
1966065S21069,SI,SH,,,,,,,,,,
1966073S13101,SI,SH,1966,1966,3,23,6,-17.4,60.0,40,0,265.25
1966080S10100,SI,SH,1966,1966,3,23,18,-15.3,89.8,70,1,265.75
1966081S16107,SI,SH,,,,,,,,,,
1966088S13121,SI,SH,,,,,,,,,,
1966093N07166,WP,NH,1966,1966,4,11,0,15.7,127.2,85,2,100.0
1966112S07066,SI,SH,,,,,,,,,,
1966118N08088,NI,NH,,,,,,,,,,
1966130N06139,WP,NH,1966,1966,5,17,0,12.2,122.3,120,4,136.0
1966137N14096,NI,NH,,,,,,,,,,
1966141N16117,WP,NH,1966,1966,5,27,6,16.8,117.4,85,2,146.25
1966153N15088,NI,NH,,,,,,,,,,
1966156N16275,NA,NH,1966,1966,6,8,18,24.4,-82.7,100,3,158.75
1966167N21090,NI,NH,,,,,,,,,,
1966171N09151,WP,NH,1966,1966,6,26,0,19.4,130.8,170,5,176.0
1966171N14260,EP,NH,1966,1966,6,23,0,16.5,-103.9,75,1,173.0
1966179N21088,NI,NH,,,,,,,,,,
1966180N20278,NA,NH,1966,1966,6,29,18,23.2,-82.5,40,0,179.75
1966181N29296,NA,NH,1966,1966,7,2,18,39.5,-54.7,75,1,182.75
1966189N11127,WP,NH,1966,1966,7,13,6,21.5,114.8,50,0,193.25
1966194N17303,NA,NH,1966,1966,7,20,18,33.6,-68.5,65,1,200.75
1966195N18135,WP,NH,1966,1966,7,17,0,21.0,116.0,85,2,197.0
1966197N18143,WP,NH,1966,1966,7,18,0,22.2,127.3,65,1,198.0
1966198N20088,NI,NH,,,,,,,,,,
1966202N32316,NA,NH,1966,1966,7,26,12,36.2,-41.9,75,1,206.5
1966204N10325,NA,NH,1966,1966,7,26,0,18.4,-58.2,40,0,206.0
1966204N16116,WP,NH,1966,1966,7,25,18,20.3,110.9,85,2,205.75
1966207N28273,NA,NH,1966,1966,7,26,6,28.8,-90.0,25,-1,206.25
1966209N21088,NI,NH,,,,,,,,,,
1966210N11113,WP,NH,1966,1966,8,2,12,19.3,106.7,45,0,213.5
1966214N15145,WP,NH,1966,1966,8,5,0,23.9,143.4,80,1,216.0
1966215N16244,EP,NH,1966,1966,8,5,0,20.2,-126.2,75,1,216.0
1966220N14237,EP,NH,1966,1966,8,13,12,17.8,-144.0,75,1,224.5
1966222N25140,WP,NH,1966,1966,8,16,6,26.8,122.4,90,2,227.25
1966223N16118,WP,NH,1966,1966,8,14,18,19.2,118.9,80,1,225.75
1966229N14257,EP,NH,1966,1966,8,18,18,15.6,-112.3,75,1,229.75
1966230N18149,WP,NH,1966,1966,8,21,6,29.6,145.7,90,2,232.25
1966230N27132,WP,NH,1966,1966,8,22,12,30.3,132.3,60,0,233.5
1966233N13340,NA,NH,1966,1966,9,3,6,37.5,-57.0,105,3,245.25
1966234N18169,WP,NH,1966,1966,8,29,18,32.8,126.2,60,0,240.75
1966235N16249,EP,NH,1966,1966,8,26,6,20.1,-123.1,75,1,237.25
1966236N13144,WP,NH,1966,1966,9,1,12,25.8,128.7,130,4,243.5
1966241N17147,WP,NH,1966,1966,9,5,12,25.1,124.5,150,5,247.5
1966243N12112,WP,NH,,,,,,,,,,
1966244N18165,WP,NH,,,,,,,,,,
1966245N14312,NA,NH,1966,1966,9,4,18,19.8,-59.0,45,0,246.75
1966245N20088,NI,NH,,,,,,,,,,
1966247N17137,WP,NH,1966,1966,9,8,0,26.1,134.4,50,0,250.0
1966249N16252,EP,NH,1966,1966,9,6,18,16.7,-110.6,75,1,248.75
1966251N17231,EP,NH,1966,1966,9,8,0,17.0,-129.3,45,0,250.0
1966252N16151,WP,NH,1966,1966,9,16,18,29.1,146.9,75,1,258.75
1966252N17112,WP,NH,1966,1966,9,15,0,21.3,117.8,115,4,257.0
1966253N14255,EP,NH,1966,1966,9,12,18,19.8,-115.8,75,1,254.75
1966254N11265,EP,NH,1966,1966,9,12,18,14.0,-100.5,45,0,254.75
1966254N15211,EP,NH,,,,,,,,,,
1966254N17160,WP,NH,1966,1966,9,15,0,27.9,151.1,60,0,257.0
1966258N14251,EP,NH,1966,1966,9,18,0,14.7,-117.2,45,0,260.0
1966259N15142,WP,NH,1966,1966,9,23,6,26.1,128.5,60,0,265.25
1966261N13158,WP,NH,1966,1966,9,24,0,26.5,138.3,100,3,266.0
1966262N11160,WP,NH,1966,1966,9,28,6,31.7,147.0,95,2,270.25
1966264N22265,NA,NH,1966,1966,9,21,0,21.5,-95.4,50,0,263.0
1966265N10325,NA,NH,1966,1966,9,28,18,17.0,-67.2,140,5,270.75
1966265N12111,WP,NH,,,,,,,,,,
1966269N19245,EP,NH,1966,1966,9,28,6,22.1,-112.7,45,0,270.25
1966270N09090,NI,NH,,,,,,,,,,
1966270N11317,NA,NH,1966,1966,9,29,12,13.4,-58.0,40,0,271.5
1966271N18331,NA,NH,1966,1966,9,27,18,18.0,-29.0,30,-1,269.75
1966271S08085,SI,SH,,,,,,,,,,
1966272N13072,NI,NH,,,,,,,,,,
1966277N14338,NA,NH,1966,1966,10,7,6,17.4,-20.2,35,0,279.25
1966277N16257,EP,NH,1966,1966,10,4,12,16.8,-103.1,45,0,276.5
1966280N13154,WP,NH,1966,1966,10,14,0,24.2,153.8,100,3,286.0
1966282N12132,WP,NH,,,,,,,,,,
1966284N12086,NI,NH,,,,,,,,,,
1966290N12263,EP,NH,1966,1966,10,18,6,16.6,-102.1,45,0,290.25
1966295N12071,NI,NH,,,,,,,,,,
1966299N10137,WP,NH,1966,1966,10,31,6,17.4,122.3,60,0,303.25
1966302N10161,WP,NH,,,,,,,,,,
1966303N14168,WP,NH,1966,1966,11,1,18,21.8,151.6,100,3,304.75
1966305N09096,NI,NH,,,,,,,,,,
1966309N26310,NA,NH,1966,1966,11,8,18,30.0,-43.4,75,1,311.75
1966312N08084,NI,NH,,,,,,,,,,
1966315N15111,WP,NH,,,,,,,,,,
1966317S08161,SP,SH,1967,1966,11,13,18,-8.3,161.2,30,-1,135.75
1966318N31333,NA,NH,1966,1966,11,15,18,31.5,-30.9,55,0,318.75
1966321N09138,WP,NH,1966,1966,11,19,12,13.2,125.0,60,0,322.5
1966322N09087,NI,NH,,,,,,,,,,
1966324N23308,NA,NH,1966,1966,11,24,12,33.7,-41.8,55,0,327.5
1966325N08140,WP,NH,1966,1966,11,23,6,15.4,127.5,45,0,326.25
1966326S10091,SI,SH,1967,1966,11,23,18,-11.7,88.6,30,-1,145.75
1966329N10096,NI,NH,,,,,,,,,,
1966341N08088,NI,NH,,,,,,,,,,
1966345S09060,SI,SH,,,,,,,,,,
1966349N09149,WP,NH,,,,,,,,,,
1966350N08090,NI,NH,,,,,,,,,,
1966354S13089,SI,SH,1967,1966,12,22,18,-15.8,84.5,40,0,174.75
1966357S21040,SI,SH,,,,,,,,,,
1966358N07139,WP,NH,1966,1966,12,26,12,11.9,125.9,90,2,359.5
1966360S11100,SI,SH,1967,1966,12,28,18,-14.4,95.2,30,-1,180.75
1966362S18043,SI,SH,,,,,,,,,,
1966364N08088,NI,NH,,,,,,,,,,
1967001N06083,NI,NH,,,,,,,,,,
1967001S35162,SP,SH,,,,,,,,,,
1967006S15114,SI,SH,,,,,,,,,,
1967008S09071,SI,SH,,,,,,,,,,
1967015S14124,SI,SH,,,,,,,,,,
1967022S12165,SP,SH,1967,1967,1,29,18,-26.4,154.4,90,2,212.75
1967027S18173,SP,SH,,,,,,,,,,
1967028N05140,WP,NH,1967,1967,2,5,6,11.6,131.8,40,0,35.25
1967039S13063,SI,SH,,,,,,,,,,
1967048S13164,SP,SH,,,,,,,,,,
1967054S15171,SP,SH,,,,,,,,,,
1967059N02145,WP,NH,1967,1967,3,2,0,8.6,132.1,85,2,60.0
1967060S22159,SP,SH,1967,1967,3,4,12,-27.8,158.1,65,1,246.5
1967062S16123,SP,SH,1967,1967,3,7,18,-26.8,143.2,40,0,249.75
