sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,occurtime
1987231N10159,WP,NH,1987,1987,8,25,12,16.71,131.32,80,236.5
1987232N07173,WP,NH,1987,1987,8,26,0,14.93,150.6,55,237.0
1987238N10213,EP,NH,1987,1987,8,27,18,11.75,-155.7,75,238.75
1987241N10241,EP,NH,1987,1987,8,30,0,10.3,-125.2,65,241.0
1987242N13257,EP,NH,1987,1987,8,30,12,14.65,-106.23,70,241.5
1987243N14328,NA,NH,1987,1987,9,2,18,17.2,-48.2,45,244.75
1987244N11177,WP,NH,1987,1987,9,8,12,16.95,158.39,145,250.5
1987245N15133,WP,NH,1987,1987,9,8,12,20.33,123.29,120,250.5
1987245N17120,WP,NH,1987,1987,9,2,18,16.6,117.4,35,244.75
1987247N09150,WP,NH,1987,1987,9,9,6,16.78,138.74,135,251.25
1987249N13297,NA,NH,1987,1987,9,6,12,13.0,-67.0,40,248.5
1987249N15329,NA,NH,1987,1987,9,6,12,18.9,-35.3,50,248.5
1987250N29282,NA,NH,1987,1987,9,7,18,32.3,-78.6,35,249.75
1987252N11342,NA,NH,1987,1987,9,17,18,17.9,-49.9,60,259.75
1987253N11260,EP,NH,1987,1987,9,13,6,15.27,-116.65,145,255.25
1987257N14306,NA,NH,1987,1987,9,14,0,15.0,-55.5,35,256.0
1987258N15253,EP,NH,1987,1987,9,15,18,18.18,-111.0,60,257.75
1987263N10241,EP,NH,1987,1987,9,21,18,13.75,-121.14,115,263.75
1987263N10309,NA,NH,1987,1987,9,21,18,13.7,-63.1,70,263.75
1987264N10190,WP,NH,1987,1987,9,24,12,16.45,-177.28,115,266.5
1987266N16148,WP,NH,1987,1987,9,25,12,19.05,142.26,105,267.5
1987267N17163,WP,NH,1987,1987,9,24,18,17.01,161.3,40,266.75
1987270N15160,WP,NH,1987,1987,9,30,0,28.79,149.38,50,272.0
1987274N21249,EP,NH,1987,1987,10,1,0,21.6,-111.0,35,273.0
1987279N12256,EP,NH,1987,1987,10,9,18,15.57,-115.74,120,281.75
1987282N12137,WP,NH,1987,1987,10,14,18,23.91,133.03,110,286.75
1987282N15277,NA,NH,1987,1987,10,11,12,19.4,-84.5,70,283.5
1987287N12089,NI,NH,1987,1987,10,15,0,14.5,83.7,60,287.0
1987288N13168,WP,NH,1987,1987,10,19,12,16.41,142.75,145,291.5
1987300N10239,EP,NH,1987,1987,10,28,18,16.36,-125.8,60,300.75
1987303N06088,NI,NH,1987,1987,11,1,12,13.9,83.6,65,304.5
1987304S04086,SI,SH,1988,1987,11,2,6,-5.89,77.51,65,124.25
1987305N17283,NA,NH,1987,1987,11,2,12,21.1,-81.1,35,305.5
1987311N10148,WP,NH,1987,1987,11,11,6,14.63,133.69,55,314.25
1987312N09095,NI,NH,1987,1987,11,12,12,14.4,82.5,65,315.5
1987320N03171,WP,NH,1987,1987,11,25,6,12.91,126.22,150,328.25
1987325N13126,WP,NH,1987,1987,11,24,6,12.05,111.29,55,327.25
1987325S06050,SI,SH,1988,1987,11,22,6,-8.27,46.49,55,144.25
1987336N10085,NI,NH,1987,1987,12,9,6,12.03,69.91,60,342.25
1987340S07095,SI,SH,1988,1987,12,10,6,-13.7,86.05,65,162.25
1987343N05154,WP,NH,1987,1987,12,15,18,11.57,126.19,65,348.75
1987351N09086,NI,NH,1987,1987,12,19,12,11.0,81.7,55,352.5
1987353S08177,SP,SH,1988,1987,12,20,12,-9.5,177.9,60,172.5
1987358S10070,SI,SH,1988,1987,12,26,6,-13.37,69.53,55,178.25
1988003S12171,SP,SH,1988,1988,1,13,18,-17.21,158.74,65,196.75
1988003S13166,SP,SH,1988,1988,1,3,6,-12.8,166.1,35,186.25
1988005N03174,WP,NH,1988,1988,1,14,0,14.23,139.31,140,13.0
1988006S05182,SP,SH,1988,1988,1,10,18,-13.67,166.46,145,193.75
1988012S11061,SI,SH,1988,1988,1,13,18,-14.32,52.84,60,196.75
1988019S24044,SI,SH,1988,1988,1,21,12,-30.0,57.0,35,204.5
1988021S12080,SI,SH,1988,1988,1,30,6,-22.83,37.8,110,213.25
1988026S16052,SI,SH,1988,1988,1,25,0,-16.2,51.6,45,208.0
1988028S07100,SI,SH,1988,1988,1,29,12,-8.8,97.78,80,212.5
1988037S13109,SI,SH,1988,1988,2,11,18,-16.58,90.34,60,225.75
1988050S13155,SP,SH,1988,1988,2,28,6,-18.67,148.26,60,242.25
1988055S10051,SI,SH,1988,1988,2,29,6,-19.52,39.77,100,243.25
1988055S10180,SP,SH,1988,1988,3,1,12,-18.0,169.05,125,244.5
1988058S19198,SP,SH,1988,1988,2,28,18,-17.36,-159.43,45,242.75
1988072S08088,SI,SH,1988,1988,3,20,6,-17.11,67.88,130,263.25
1988076S14056,SI,SH,1988,1988,3,18,0,-10.1,50.4,60,261.0
1988082S13063,SI,SH,1988,1988,3,22,18,-13.12,57.7,30,265.75
1988089S17048,SI,SH,1988,1988,3,29,18,-17.28,43.49,30,272.75
1988100S15171,SP,SH,1988,1988,4,12,6,-18.17,170.69,95,286.25
1988107S28175,SP,SH,1988,1988,4,15,0,-27.8,174.9,55,289.0
1988125S10071,SI,SH,1988,1988,5,9,18,-15.26,64.68,60,313.75
1988138S07092,SI,SH,1988,1988,5,18,6,-9.15,93.87,65,322.25
1988150N19119,WP,NH,1988,1988,6,1,12,21.21,118.79,95,152.5
1988153N20275,NA,NH,1988,1988,5,31,0,20.3,-84.7,25,151.0
1988156N18128,WP,NH,1988,1988,6,5,18,22.29,119.84,45,156.75
1988160N14074,NI,NH,1988,1988,6,9,18,16.96,69.59,65,160.75
1988168N13248,EP,NH,1988,1988,6,16,12,12.5,-113.5,40,167.5
1988169N14259,EP,NH,1988,1988,6,17,6,15.2,-101.3,40,168.25
1988170N05141,WP,NH,1988,1988,6,19,12,7.6,135.64,65,170.5
1988173N12268,EP,NH,1988,1988,6,22,0,14.8,-96.7,65,173.0
1988177N07137,WP,NH,1988,1988,6,28,6,14.03,118.47,60,179.25
1988184N19251,EP,NH,1988,1988,7,4,0,21.8,-108.8,30,185.0
1988187N23133,WP,NH,1988,1988,7,7,6,22.7,125.8,45,188.25
1988191N13256,EP,NH,1988,1988,7,10,18,16.0,-112.51,40,191.75
1988193N09149,WP,NH,1988,1988,7,17,6,17.1,125.7,100,198.25
1988202N15248,EP,NH,1988,1988,7,20,12,15.47,-114.2,65,201.5
1988208N27135,WP,NH,1988,1988,7,29,6,21.74,140.75,55,210.25
1988210N14251,EP,NH,1988,1988,7,29,6,15.1,-112.69,45,210.25
1988210N22137,WP,NH,1988,1988,7,28,6,20.4,139.1,35,209.25
1988211N12239,EP,NH,1988,1988,8,3,6,14.24,-142.95,115,215.25
1988211N15225,EP,NH,1988,1988,7,29,0,15.7,-135.5,35,210.0
1988211N18230,EP,NH,1988,1988,7,29,0,18.6,-130.1,30,210.0
1988213N11262,EP,NH,1988,1988,8,3,0,15.95,-114.05,110,215.0
1988213N20134,WP,NH,1988,1988,7,31,12,24.1,133.0,40,212.5
1988214N18116,WP,NH,1988,1988,8,1,12,19.0,114.0,35,213.5
1988218N13264,EP,NH,1988,1988,8,8,18,20.12,-113.33,95,220.75
1988218N21128,WP,NH,1988,1988,8,7,0,27.51,125.58,55,219.0
1988219N27175,WP,NH,1988,1988,8,10,0,28.82,161.81,50,222.0
1988219N32283,NA,NH,1988,1988,8,6,12,35.2,-74.6,35,218.5
1988220N25140,WP,NH,1988,1988,8,8,18,25.2,136.8,40,220.75
1988221N30270,NA,NH,1988,1988,8,8,12,29.7,-89.4,35,220.5
1988226N22173,WP,NH,1988,1988,8,16,18,21.42,164.61,115,228.75
1988226N25286,NA,NH,1988,1988,8,14,0,30.5,-79.5,30,226.0
1988226N26127,WP,NH,1988,1988,8,15,18,34.55,135.1,40,227.75
1988227N18250,EP,NH,1988,1988,8,16,18,17.0,-109.5,40,228.75
1988227N24123,WP,NH,1988,1988,8,14,6,25.8,126.2,35,226.25
1988230N18254,EP,NH,1988,1988,8,17,6,18.12,-106.89,35,229.25
1988234N13299,NA,NH,1988,1988,8,21,12,13.5,-65.5,55,233.5
1988234N13339,NA,NH,1988,1988,8,31,12,43.0,-62.0,40,243.5
1988235N15317,NA,NH,1988,1988,8,23,12,16.0,-59.2,45,235.5
1988237N23154,WP,NH,1988,1988,8,29,6,24.34,160.63,55,241.25
1988237N30143,WP,NH,1988,1988,9,2,6,34.23,153.91,90,245.25
1988238N32142,WP,NH,1988,1988,8,25,12,32.9,139.0,35,237.5
1988240N15248,EP,NH,1988,1988,8,27,12,16.1,-112.1,30,239.5
1988242N12215,EP,NH,1988,1988,9,2,18,16.23,-160.44,110,245.75
1988242N13262,EP,NH,1988,1988,8,30,18,17.04,-105.38,90,242.75
1988245N20269,NA,NH,1988,1988,9,2,18,20.55,-96.44,50,245.75
1988246N26133,WP,NH,1988,1988,9,3,6,29.58,139.24,45,246.25
1988247N33300,NA,NH,1988,1988,9,4,0,35.9,-49.5,35,247.0
1988248N28267,NA,NH,1988,1988,9,4,6,28.0,-92.5,30,247.25
1988249N18163,WP,NH,1988,1988,9,12,18,22.06,145.38,115,255.75
1988251N13343,NA,NH,1988,1988,9,7,18,14.8,-19.0,35,250.75
1988251N23268,NA,NH,1988,1988,9,9,18,27.4,-89.2,55,252.75
1988253N12306,NA,NH,1988,1988,9,13,18,19.35,-82.45,155,256.75
1988255N15132,WP,NH,1988,1988,9,14,12,18.18,138.16,50,257.5
1988255N21159,WP,NH,1988,1988,9,13,6,25.06,158.06,45,256.25
1988257N16252,EP,NH,1988,1988,9,13,6,17.0,-110.0,45,256.25
1988260N15157,WP,NH,1988,1988,9,21,0,17.83,134.29,55,264.0
1988263N15115,WP,NH,1988,1988,9,19,12,15.0,113.5,35,262.5
1988263N15126,WP,NH,1988,1988,9,21,12,21.69,117.39,120,264.5
1988263N18115,WP,NH,1988,1988,9,20,6,15.4,111.79,60,263.25
1988264N13328,NA,NH,1988,1988,9,23,0,13.95,-43.95,125,266.0
1988264N16111,WP,NH,1988,1988,9,21,6,14.59,110.35,55,264.25
1988265N12218,EP,NH,1988,1988,9,22,0,12.1,-144.7,50,265.0
1988265N13263,EP,NH,1988,1988,9,23,18,16.94,-109.17,105,266.75
1988271N16125,WP,NH,1988,1988,9,29,18,14.5,114.0,45,272.75
1988272N12339,NA,NH,1988,1988,9,28,6,11.1,-24.8,35,271.25
1988273N09315,NA,NH,1988,1988,9,30,18,11.4,-56.0,45,273.75
1988274N12142,WP,NH,1988,1988,10,4,12,19.79,124.75,155,277.5
1988282N15118,WP,NH,1988,1988,10,8,0,14.73,116.0,35,281.0
1988282N17153,WP,NH,1988,1988,10,13,18,21.97,129.51,100,286.75
1988285N09318,NA,NH,1988,1988,10,22,0,11.85,-82.55,150,295.0
1988285N18251,EP,NH,1988,1988,10,12,6,15.9,-113.9,35,285.25
1988288N14115,WP,NH,1988,1988,10,15,6,13.05,110.13,55,288.25
1988290N08145,WP,NH,1988,1988,10,20,0,16.17,126.13,65,293.0
1988291N06139,WP,NH,1988,1988,10,17,12,10.4,137.3,35,290.5
1988291N15095,NI,NH,1988,1988,10,18,6,18.42,91.75,55,291.25
1988294N13287,NA,NH,1988,1988,10,20,12,14.2,-71.2,35,293.5
1988295N10138,WP,NH,1988,1988,10,23,6,10.87,129.46,100,296.25
1988304S08077,SI,SH,1989,1988,11,1,0,-8.7,76.7,65,123.0
1988306N15130,WP,NH,1988,1988,11,2,18,9.46,120.82,55,306.75
1988307N09131,WP,NH,1988,1988,11,4,12,9.34,117.74,65,308.5
1988308N09140,WP,NH,1988,1988,11,6,12,10.31,128.61,120,310.5
1988310S08100,SI,SH,1989,1988,11,16,12,-13.84,71.82,105,138.5
1988310S15084,SI,SH,1989,1988,11,5,12,-14.4,84.9,40,127.5
1988319N08090,NI,NH,1988,1988,11,18,12,19.7,93.0,65,322.5
1988323N15286,NA,NH,1988,1988,11,21,12,21.8,-87.0,75,325.5
1988327N06100,NI,NH,1988,1988,11,29,6,20.07,88.23,110,333.25
1988341N08090,NI,NH,1988,1988,12,7,6,10.3,89.88,40,341.25
1988347S12128,SI,SH,1989,1988,12,17,0,-17.85,115.27,100,169.0
1988352S14166,SP,SH,1989,1988,12,21,0,-21.9,165.4,45,173.0
1988356N05142,WP,NH,1988,1988,12,22,6,9.74,133.01,70,356.25
1988364S17148,SP,SH,1989,1989,1,1,18,-19.09,161.61,60,184.75
1989002S14192,SP,SH,1989,1989,1,3,18,-18.05,-170.72,60,186.75
1989006S13184,SP,SH,1989,1989,1,7,6,-15.3,-172.16,60,190.25
1989006S15044,SI,SH,1989,1989,1,13,6,-17.87,42.61,105,196.25
1989010N16212,WP,NH,1989,1989,1,21,18,11.67,123.02,55,20.75
1989010S15063,SI,SH,1989,1989,1,12,6,-20.2,60.7,50,195.25
1989018S10082,SI,SH,1989,1989,1,23,12,-19.43,81.5,105,206.5
1989023S08103,SI,SH,1989,1989,1,26,0,-11.95,96.64,55,209.0
1989024S11064,SI,SH,1989,1989,1,30,18,-24.33,51.77,70,213.75
1989026N11127,WP,NH,1989,1989,1,27,0,12.0,128.0,35,26.0
1989035S11106,SI,SH,1989,1989,2,9,6,-20.71,107.07,95,223.25
1989037S16164,SP,SH,1989,1989,2,14,12,-19.11,158.2,130,228.5
1989042S23178,SP,SH,1989,1989,2,14,0,-26.05,-168.28,50,228.0
1989044S12102,SI,SH,1989,1989,2,22,18,-13.67,81.76,120,236.75
1989047S13079,SI,SH,1989,1989,2,20,0,-18.67,72.45,65,234.0
1989052S27233,SP,SH,1989,1989,2,24,6,-27.83,-138.28,65,238.25
1989053S14210,SP,SH,1989,1989,2,26,0,-22.35,-157.41,100,240.0
1989053S15170,SP,SH,1989,1989,2,27,0,-21.47,170.58,110,241.0
1989054S17117,SI,SH,1989,1989,2,24,0,-20.0,117.3,55,238.0
1989056S23039,SI,SH,1989,1989,2,27,6,-24.05,48.82,55,241.25
1989060S09097,SI,SH,1989,1989,3,3,0,-16.35,99.21,55,245.0
1989061S15102,SI,SH,1989,1989,3,3,0,-16.6,99.0,55,245.0
1989067S17041,SI,SH,1989,1989,3,9,6,-23.71,42.77,60,251.25
1989080S16066,SI,SH,1989,1989,3,27,0,-20.43,50.32,115,269.0
1989084S18122,SI,SH,1989,1989,3,28,12,-19.9,109.43,110,270.5
1989086S08081,SI,SH,1989,1989,3,29,18,-11.32,73.47,60,271.75
1989087S11073,SI,SH,1989,1989,4,1,18,-14.33,69.83,100,274.75
1989088S15187,SP,SH,1989,1989,3,30,0,-17.2,-174.8,65,272.0
1989089S11158,SP,SH,1989,1989,4,3,6,-17.05,149.14,125,276.25
1989094S05086,SI,SH,1989,1989,4,6,18,-12.24,72.73,65,279.75
1989096S13159,SP,SH,1989,1989,4,8,18,-14.95,165.11,80,281.75
1989097S12072,SI,SH,1989,1989,4,7,6,-13.3,68.7,65,280.25
1989100S27062,SI,SH,1989,1989,4,10,0,-26.69,61.66,25,283.0
1989103N07154,WP,NH,1989,1989,4,21,12,14.51,148.5,160,110.5
1989104N10149,WP,NH,1989,1989,4,16,6,8.5,149.0,50,105.25
1989106S11128,SI,SH,1989,1989,4,22,6,-17.45,116.26,140,295.25
1989122S09162,SP,SH,1989,1989,5,6,0,-15.87,156.69,60,309.0
1989126S13178,SP,SH,1989,1989,5,10,18,-12.36,151.3,60,313.75
1989134N07138,WP,NH,1989,1989,5,17,18,14.67,120.14,95,136.75
1989142N11114,WP,NH,1989,1989,5,24,0,15.81,110.16,110,143.0
1989143N17090,NI,NH,1989,1989,5,26,0,20.3,87.5,65,145.0
1989150N09257,EP,NH,1989,1989,6,1,12,11.05,-117.55,75,151.5
1989153N04144,WP,NH,1989,1989,6,9,18,17.5,110.98,100,159.75
1989159N17072,NI,NH,1989,1989,6,12,12,21.3,64.9,65,162.5
1989165N11255,EP,NH,1989,1989,6,18,12,16.25,-110.94,65,168.5
1989167N21266,NA,NH,1989,1989,6,16,12,20.6,-93.8,35,166.5
1989169N13265,EP,NH,1989,1989,6,21,6,13.59,-99.86,70,171.25
1989169N16142,WP,NH,1989,1989,6,20,0,15.39,129.71,60,170.0
1989172N17129,WP,NH,1989,1989,6,21,18,17.3,128.0,45,171.75
1989176N14114,WP,NH,1989,1989,6,25,6,14.9,112.2,35,175.25
1989176N27264,NA,NH,1989,1989,6,24,0,27.0,-96.0,25,174.0
1989187N15132,WP,NH,1989,1989,7,8,6,16.68,123.61,55,188.25
1989189S07088,SI,SH,1990,1989,7,9,0,-7.5,85.5,45,8.0
1989190N08231,EP,NH,1989,1989,7,10,6,10.8,-136.5,45,190.25
1989190N09240,EP,NH,1989,1989,7,11,6,13.7,-124.7,40,191.25
1989190N13261,EP,NH,1989,1989,7,17,0,13.45,-139.85,75,197.0
1989190N20160,WP,NH,1989,1989,7,15,12,17.53,124.05,145,195.5
1989191N13322,NA,NH,1989,1989,7,11,12,19.8,-50.4,50,191.5
1989193N13220,EP,NH,1989,1989,7,12,0,13.5,-142.4,35,192.0
1989194N13149,WP,NH,1989,1989,7,16,18,21.02,131.94,55,196.75
1989194S06095,SI,SH,1990,1989,7,14,18,-13.3,92.6,60,13.75
1989195N10219,EP,NH,1989,1989,7,14,0,10.0,-141.0,25,194.0
1989196N14250,EP,NH,1989,1989,7,18,6,21.8,-131.2,40,198.25
1989199N05139,WP,NH,1989,1989,7,21,18,14.14,112.37,60,201.75
1989200N12236,EP,NH,1989,1989,7,20,0,14.85,-130.55,55,200.0
1989201N11145,WP,NH,1989,1989,7,25,12,23.95,138.22,115,205.5
1989205N13260,EP,NH,1989,1989,7,24,18,15.56,-104.36,55,204.75
1989208N20133,WP,NH,1989,1989,7,29,12,23.78,124.61,50,209.5
1989209N22130,WP,NH,1989,1989,8,1,18,26.61,129.1,55,212.75
1989209N23130,WP,NH,1989,1989,7,29,6,21.6,131.19,30,209.25
1989210N14259,EP,NH,1989,1989,7,31,0,17.7,-107.1,50,211.0
1989211N24153,WP,NH,1989,1989,8,3,12,26.71,145.59,85,214.5
1989212N15318,NA,NH,1989,1989,8,4,12,20.85,-63.85,70,215.5
1989212N23270,NA,NH,1989,1989,8,1,0,27.95,-92.52,55,212.0
1989216N06159,WP,NH,1989,1989,8,14,18,24.69,151.44,115,225.75
1989221N10149,WP,NH,1989,1989,8,13,18,27.09,155.56,95,224.75
1989221N16339,NA,NH,1989,1989,8,16,18,16.5,-51.1,65,227.75
1989221N17115,WP,NH,1989,1989,8,9,12,15.0,115.0,35,220.5
1989227N12236,EP,NH,1989,1989,8,15,18,15.3,-128.72,65,226.75
1989227N13261,EP,NH,1989,1989,8,22,0,18.25,-126.15,100,233.0
1989227N16145,WP,NH,1989,1989,8,15,12,17.4,147.5,45,226.5
1989228N29127,WP,NH,1989,1989,8,18,0,27.28,123.28,35,229.0
1989230N14338,NA,NH,1989,1989,8,20,12,20.1,-36.9,55,231.5
1989230N17137,WP,NH,1989,1989,8,21,18,24.2,124.7,45,232.75
1989231N22154,WP,NH,1989,1989,8,21,12,27.1,160.4,45,232.5
1989234N16244,EP,NH,1989,1989,8,22,12,17.05,-118.35,55,233.5
1989235N22146,WP,NH,1989,1989,8,24,12,25.79,148.22,45,235.5
1989235N26122,WP,NH,1989,1989,8,25,6,24.84,125.64,45,236.25
1989238N17339,NA,NH,1989,1989,9,6,6,37.2,-48.1,65,248.25
1989238N22253,EP,NH,1989,1989,8,27,0,23.55,-109.14,95,238.0
1989239N13312,NA,NH,1989,1989,8,28,6,13.5,-52.4,45,239.25
1989240N14256,EP,NH,1989,1989,8,29,18,17.13,-107.78,70,240.75
1989241N13265,EP,NH,1989,1989,8,30,0,13.85,-99.66,70,241.0
1989243N12339,NA,NH,1989,1989,9,5,6,19.85,-56.77,135,247.25
1989246N14263,EP,NH,1989,1989,9,4,12,15.1,-105.8,65,246.5
1989246N16159,WP,NH,1989,1989,9,11,6,22.88,122.78,130,253.25
1989250N17148,WP,NH,1989,1989,9,9,0,20.14,153.77,55,251.0
1989252N11260,EP,NH,1989,1989,9,12,12,18.85,-112.54,120,254.5
1989254N13340,NA,NH,1989,1989,9,15,18,14.65,-54.44,135,257.75
1989254N17145,WP,NH,1989,1989,9,13,6,20.69,137.58,60,255.25
1989259N20126,WP,NH,1989,1989,9,19,0,29.87,128.37,65,261.0
1989260N11316,NA,NH,1989,1989,9,18,6,11.73,-53.59,70,260.25
1989260N13264,EP,NH,1989,1989,9,18,0,13.7,-102.2,45,260.0
1989265S05085,SI,SH,1990,1989,9,25,0,-11.55,68.66,60,86.0
1989268N14261,EP,NH,1989,1989,10,1,0,17.05,-113.35,125,273.0
1989271N12142,WP,NH,1989,1989,10,5,12,18.23,123.28,160,277.5
1989271N14168,WP,NH,1989,1989,10,5,18,22.73,143.6,110,277.75
1989272N18120,WP,NH,1989,1989,10,2,12,18.23,110.78,105,274.5
1989275N12317,NA,NH,1989,1989,10,2,12,12.5,-46.5,45,274.5
1989277N13257,EP,NH,1989,1989,10,7,6,13.97,-111.55,50,279.25
1989279N07151,WP,NH,1989,1989,10,12,12,16.75,111.36,100,284.5
1989284S08080,SI,SH,1990,1989,10,17,6,-6.9,67.9,55,108.25
1989286N14137,WP,NH,1989,1989,10,18,0,16.41,126.41,135,290.0
1989286N19268,NA,NH,1989,1989,10,13,12,21.65,-93.25,65,285.5
1989289N16243,EP,NH,1989,1989,10,18,6,16.7,-118.6,55,290.25
1989291N05158,WP,NH,1989,1989,10,27,18,25.88,137.32,130,299.75
1989302S05079,SI,SH,1990,1989,10,30,18,-7.55,83.85,60,121.75
1989305N07105,NI,NH,1989,1989,11,4,0,10.7,99.85,130,307.0
1989309S07100,SI,SH,1990,1989,11,10,12,-13.92,95.61,55,132.5
1989314N10152,WP,NH,1989,1989,11,21,0,15.33,124.42,135,324.0
1989324N17174,WP,NH,1989,1989,11,30,6,13.37,133.54,160,333.25
1989326N17119,WP,NH,1989,1989,11,22,0,17.2,119.2,40,325.0
1989333N17276,NA,NH,1989,1989,12,3,18,17.0,-84.5,45,336.75
1989335N05162,WP,NH,1989,1989,12,6,12,10.98,139.84,60,339.5
1989339N10145,WP,NH,1989,1989,12,6,6,10.5,141.0,35,339.25
1989342N13137,WP,NH,1989,1989,12,9,18,13.3,133.0,40,342.75
1989346S10133,SP,SH,1990,1989,12,15,6,-16.48,140.24,60,167.25
1989349S08065,SI,SH,1990,1989,12,20,18,-10.68,55.48,120,172.75
1989354N05155,WP,NH,1989,1989,12,26,0,13.89,148.29,150,359.0
1989364S05095,SI,SH,1990,1990,1,5,6,-16.58,84.12,120,188.25
1990005S13112,SI,SH,1990,1990,1,10,18,-10.0,100.2,55,193.75
1990006S20085,SI,SH,1990,1990,1,6,0,-21.15,84.01,80,189.0
1990008N01172,WP,NH,1990,1990,1,14,0,13.2,145.58,75,13.0
1990008S27086,SI,SH,1990,1990,1,7,0,-27.21,86.39,60,190.0
1990012S12131,SI,SH,1990,1990,1,14,12,-14.12,119.02,65,197.5
1990024S14117,SI,SH,1990,1990,1,26,0,-16.14,112.62,45,209.0
1990027S18156,SP,SH,1990,1990,1,29,0,-17.35,153.25,60,212.0
1990028S10183,SP,SH,1990,1990,2,3,18,-13.75,-173.58,125,217.75
1990031S09070,SI,SH,1990,1990,2,7,6,-17.67,73.8,65,221.25
1990032S11059,SI,SH,1990,1990,2,1,0,-10.69,59.24,35,215.0
1990043S09206,SP,SH,1990,1990,2,14,6,-14.47,-158.83,100,228.25
1990056S11125,SI,SH,1990,1990,3,4,0,-21.35,110.01,105,246.0
1990058S16075,SI,SH,1990,1990,3,6,0,-18.88,61.61,120,248.0
1990059S13135,SP,SH,1990,1990,3,2,18,-10.82,139.73,65,244.75
1990059S16072,SI,SH,1990,1990,3,1,0,-13.59,67.96,60,243.0
1990060S15170,SP,SH,1990,1990,3,4,18,-19.95,152.55,70,246.75
1990062S13091,SI,SH,1990,1990,3,17,12,-15.95,82.69,115,259.5
1990065S07083,SI,SH,1990,1990,3,10,12,-16.82,70.93,65,252.5
1990073S13170,SP,SH,1990,1990,3,17,6,-15.5,151.87,65,259.25
1990074S12115,SI,SH,1990,1990,3,19,0,-15.25,104.99,125,261.0
1990075S09176,SP,SH,1990,1990,3,20,18,-17.48,174.69,55,262.75
1990076S12165,SP,SH,1990,1990,3,23,0,-21.67,176.07,100,265.0
1990101S07048,SI,SH,1990,1990,4,12,6,-11.48,45.59,55,285.25
1990102S11092,SI,SH,1990,1990,4,12,18,-9.25,90.26,65,285.75
1990108N09087,NI,NH,1990,1990,4,18,6,13.8,87.7,50,107.25
1990117N04152,WP,NH,1990,1990,4,28,0,5.72,152.08,55,117.0
1990124N09088,NI,NH,1990,1990,5,7,18,12.15,81.85,115,126.75
1990129N05138,WP,NH,1990,1990,5,18,6,20.02,115.48,95,137.25
1990130S03081,SI,SH,1990,1990,5,11,18,-7.72,67.28,65,314.75
1990133N09259,EP,NH,1990,1990,5,14,12,12.0,-108.5,70,133.5
1990140N09122,WP,NH,1990,1990,5,20,12,9.8,122.0,45,139.5
1990144N16114,WP,NH,1990,1990,5,25,0,16.5,110.5,35,144.0
1990145N19276,NA,NH,1990,1990,5,25,12,21.8,-83.3,30,144.5
1990154N11260,EP,NH,1990,1990,6,4,12,13.15,-110.43,75,154.5
1990160N12250,EP,NH,1990,1990,6,10,12,13.15,-111.76,90,160.5
1990163N08133,WP,NH,1990,1990,6,14,12,14.33,123.17,55,164.5
1990164N14112,WP,NH,1990,1990,6,16,6,17.2,114.6,45,166.25
1990164N21089,NI,NH,1990,1990,6,14,0,21.5,88.0,40,164.0
1990166N06141,WP,NH,1990,1990,6,20,0,10.8,128.25,65,170.0
1990170N13260,EP,NH,1990,1990,6,21,0,16.7,-103.7,60,171.0
1990171N11148,WP,NH,1990,1990,6,24,18,11.2,132.58,145,174.75
1990175N29122,WP,NH,1990,1990,6,24,12,30.7,122.6,35,174.5
1990177N14257,EP,NH,1990,1990,6,27,12,16.75,-108.55,65,177.5
1990180N09159,WP,NH,1990,1990,7,6,18,13.68,130.98,60,186.75
1990181N10259,EP,NH,1990,1990,7,2,6,14.7,-109.2,50,182.25
1990187N13258,EP,NH,1990,1990,7,7,18,16.5,-107.3,65,187.75
1990191N10266,EP,NH,1990,1990,7,15,12,20.05,-117.05,85,195.5
1990201N12254,EP,NH,1990,1990,7,24,0,17.4,-118.16,130,204.0
1990202N10264,EP,NH,1990,1990,7,26,12,21.25,-115.15,115,206.5
1990202N13130,WP,NH,1990,1990,7,28,12,18.45,117.5,55,208.5
1990202N14110,WP,NH,1990,1990,7,22,12,17.5,107.0,50,202.5
1990203N09318,NA,NH,1990,1990,7,24,18,10.8,-58.5,55,204.75
1990205N13231,EP,NH,1990,1990,7,26,6,14.5,-131.5,30,206.25
1990205N16141,WP,NH,1990,1990,7,27,18,21.38,145.16,115,207.75
1990206N29154,WP,NH,1990,1990,7,25,12,30.0,154.0,35,205.5
1990206N34285,NA,NH,1990,1990,8,2,0,44.2,-60.5,40,213.0
1990208N18132,WP,NH,1990,1990,7,31,18,22.58,139.29,110,211.75
1990212N10338,NA,NH,1990,1990,8,4,6,21.2,-42.8,65,215.25
1990215N38337,NA,NH,1990,1990,8,5,12,37.1,-32.5,40,216.5
1990216N13281,NA,NH,1990,1990,8,7,12,20.95,-95.64,70,218.5
1990216N29125,WP,NH,1990,1990,8,5,6,31.2,127.7,55,216.25
1990219N10214,EP,NH,1990,1990,8,10,0,11.3,-161.7,75,221.0
1990221N07162,WP,NH,1990,1990,8,15,18,18.67,131.76,65,226.75
1990222N11219,EP,NH,1990,1990,8,10,12,11.1,-142.2,50,221.5
1990224N09328,NA,NH,1990,1990,8,13,12,8.7,-51.1,60,224.5
1990226N19088,NI,NH,1990,1990,8,14,12,19.0,87.5,30,225.5
